Index;Location;Province;Genus;species-clone;type-of-sample;Asymptomatic-diseased;Nursery-Field;Roots;Root-Collar;Stem;Growth-tip;Needles-Leaves;results
4883;Honeydew;WesternCape;Pinus;patula;Seed/Cuttings;D;F;Welldeveloped,Healthy,J-rooting,Plug-bound;Welldeveloped;Health;Healthy;Alive;Fusariumscreening
4884;Howick;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;A;F;Root:shootratio,Healthy;Insect/mechanicaldamage,Fewroots,Dead;Discolorationn;Alive;Wilted;Fusariumscreening
4885;Howick;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;A;F;Healthy;Welldeveloped,J-rooting;Discolorationn;Alive;Wilted;Fusariumscreening
4886;Howick;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;A;F;Welldeveloped,Healthy,J-rooting,Plug-bound;Welldeveloped;Health;Healthy;Alive;Fusariumscreening
4887;Wilgeboom;WesternCape;Pinus;patula;Hedge;A;N;Brownleavesatbottom,greenattop;Welldeveloped,Dead;Discolorationn;Sapwood;Dead;ScreeningforFusariumciricnatum/Diplodia
4888;Ngodwana;WesternCape;Pinus;patula;Seed/Cuttings;D;N;Healthy;J-rooting,Fewroots,Dead;Mechanicaldamage,Discolorationn;Healthy;Alive;Fusariumscreening
4889;Ngodwana;WesternCape;Pinus;patula;Seed/Cuttings;D;N;Healthy;Healthyy;Health;Healthy;Alive;Fusariumscreening
4890;Ngodwana;WesternCape;Pinus;patula;Seed/Cuttings;D;N;Welldeveloped,Healthy;Welldeveloped,Healthyy,J-rooting;Health;Healthy;Alive;Fusariumscreening
4891;Ngodwana;WesternCape;Pinus;patula;Seed/Cuttings;D;N;Healthy;Welldeveloped,Dead;Discolorationn;Discoloration,Outerbark,Betweenouterandinnerbark,Cambium;Wilted;Fusariumscreening
4892;Hilton;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;N;Welldeveloped,Healthy;Welldeveloped;Outerbark,Sapwood;Mechanicaldamage,Discoloration;Alive;Fusariumscreening
4893;Hilton;Kwazulu-Natal;Pinus;patula;Soil;D;N;Welldeveloped,Healthy;Dead;Outerbark,Sapwood;Discoloration,Outerbark,Swelling,Sapwood;Alive;Fusariumscreening
4894;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;D;N;Healthy;Welldeveloped,Healthyy;Health;Healthy;Alive;Fusariumscreening
4895;Karatara;Mpumalanga;Pinus;patula;Seed/Cuttings;D;N;Welldeveloped,Healthy;Welldeveloped,Healthyy;Health;Healthy;Alive;Fusariumscreening
4896;Highflats;WesternCape;Pinus;patula;Seed/Cuttings;D;F;Welldeveloped,Healthy;Dead;Mechanicaldamage,Discolorationn,Outerbark,Cambium,Betweenouterandinnerbark,Sapwood;Kino/Gum/ResinExudation,Discoloration,Outerbark,Cambium,Betweenouterandinnerbark,Sapwood;Alive;Fusariumscreening
4897;Highflats;WesternCape;Pinus;patula;Seed/Cuttings;D;F;Welldeveloped,Healthy;Dead;Outerbark,Sapwood;Kino/Gum/ResinExudation,Discoloration,Outerbark,Cambium,Betweenouterandinnerbark,Sapwood;Alive;Fusariumscreening
4898;Highflats;WesternCape;Pinus;patula;Seed/Cuttings;D;F;Welldeveloped,Healthy;Dead;UnHealth;Kino/Gum/ResinExudation,Discoloration,Outerbark,Cambium,Betweenouterandinnerbark,Sapwood;Alive;Fusariumscreening
4899;Highflats;WesternCape;Pinus;patula;Seed/Cuttings;D;F;Welldeveloped,Healthy;Healthyy;Rot;Kino/Gum/ResinExudation,Discoloration,Outerbark,Cambium,Betweenouterandinnerbark,Sapwood;Alive;Fusariumscreening
4900;Paulpietersburg;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;A;N;Welldeveloped,Healthy;Welldeveloped,Healthyy;Health;Healthy;Alive;Fusariumscreening
4901;Paulpietersburg;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;A;N;Welldeveloped,Healthy,J-rooting,Plug-bound;Welldeveloped,Healthyy;Health;Healthy;Alive;Fusariumscreening
4902;Baziya;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;N;Welldeveloped,Healthy;Fewroots;Outerbark,Sapwood;Discoloration;Alive;Fusariumscreening
4903;Kalmoesfontein;Mpumalanga;Pinus;patula;Leaves/Needles,Twigs/Branch;A;N;Welldeveloped,Healthy;Dead;Rot;Healthy;Alive,Dead;Fusariumscreening
4904;Howick;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;N;Welldeveloped,Healthy;Welldeveloped,Dead;Discolorationn,Sapwood;Healthy;Wilted;Fusariumscreening
4905;Howick;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;N;Welldeveloped,Healthy,J-rooting,Plug-bound;Welldeveloped,Dead;Discolorationn;Healthy;Wilted;Fusariumscreening
4906;Howick;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;N;Welldeveloped,Healthy;Welldeveloped,Dead;Discolorationn,Sapwood;Healthy;Alive;Fusariumscreening
4907;Pinewood;WesternCape;Pinus;patula;Leaves/Needles,Twigs/Branch;D;N;Welldeveloped,Healthy;J-rooting,Dead,Plugboundd;Discolorationn,Sapwood;Alive,Wilted;Alive;Fusariumscreening
4908;Cascades;Mpumalanga;Pinus;patula;Seed/Cuttings;D;N;Welldeveloped,Healthy;Welldeveloped;Discolorationn,Outerbark,Cambium,Betweenouterandinnerbark,Sapwood;Healthy;Alive;Fusariumscreening
4909;WhiteRiver;Mpumalanga;Pinus;patula;Seed/Cuttings;D;N;Welldeveloped,Healthy;Welldeveloped,Healthyy;Health;Healthy;Alive;Fusariumscreening
4910;Howick;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;N;Healthy;Welldeveloped,Dead;Discolorationn;Discoloration;Alive,Wilted;Fusariumscreening
4911;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;D;N;Welldeveloped,Healthy;Welldeveloped,Healthyy;Health;Healthy;Alive;Fusariumscreening
4912;Sabie;Mpumalanga;Pinus;patula;Seed/Cuttings;D;N;Welldeveloped,Healthy;Welldeveloped;Discolorationn,Outerbark,Betweenouterandinnerbark,Cambium,Sapwood;Healthy;Alive;Fusariumscreening
4913;Sabie;Mpumalanga;Pinus;patula;Seed/Cuttings;D;N;Welldeveloped,Healthy;Fewroots;Discolorationn,Outerbark,Betweenouterandinnerbark,Cambium;Healthy;Alive;Fusariumscreening
4914;Sabie;Mpumalanga;Pinus;patula;Seed/Cuttings;D;N;Welldeveloped,Healthy;Fewroots;Discolorationn,Outerbark,Cambium;Healthy;Alive;Fusariumscreening
4915;Newcastle;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;N;Welldeveloped,Healthy,J-rooting,Plug-bound;Healthyy;Health;Healthy;Alive;Fusariumscreening
4916;Howick;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;N;Healthy;Welldeveloped,Dead;Discolorationn;Discoloration;Wilted;Fusariumscreening
4917;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;D;F;Die-back,Healthy;Welldeveloped,Dead;Discolorationn,Outerbark,Cambium,Betweenouterandinnerbark,Sapwood;Kino/Gum/ResinExudation,Discoloration,Outerbark,Cambium,Betweenouterandinnerbark,Sapwood;Wilted,Discoloration;ScreeningforDiplodiaandFusariumciricnatum
4918;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;D;F;Healthy;Welldeveloped,Dead;Discolorationn;Healthy;Alive;Fusariumciricnatum
4919;Hilton;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;F;Die-back;Welldeveloped,Dead;Health;Healthy;Wilted,Discoloration;Secondarybacterium/Fungi
4920;Elandshoogte;Mpumalanga;Pinus;patula;Seed/Cuttings;D;N;Die-back,wilted;Fewroots;Discolorationn,Outerbark,Cambium,Sapwood;Discoloration,Outerbark,Cambium,Sapwood;Discoloration;Fusariumciricnatum
4921;Tzaneen;Limpopo;Pinus;patula;Seed/Cuttings;D;N;Healthy;Fewroots,Dead;Discolorationn;Healthy;Alive,Wilted;Secondarybacterium/Fungi
4922;Tzaneen;Limpopo;Pinus;patula;Seed/Cuttings;D;N;Healthy;Fewroots,Dead;Discolorationn;Healthy;Alive,Wilted;Secondarybacterium/Fungi
4923;Hilton;Gauteng;Pinus;patula;Seed/Cuttings;D;N;Welldeveloped,Healthy;Fewroots;Health,Discolorationn;Healthy,Discoloration;Dead;Diplodeapinea
4924;Pietermaritzburg;WesternCape;Pinus;patula;Seed/Cuttings;D;N;Die-back,wilted;Welldeveloped,Healthyy,J-rooting,Fewroots;Discolorationn;Healthy;Wilted;Fusariumciricnatum
4925;Bulwer;WesternCape;Pinus;patula;Seed/Cuttings;D;N;Root:shootratio;Fewroots,Dead;Health,Discolorationn,Sapwood;Healthy;Alive,Wilted,Dead;Fusariumciricnatum
4926;PietRetief;Mpumalanga;Pinus;patula;Seed/Cuttings;D;F;Die-back,Healthy;Welldeveloped,J-rooting;Discolorationn;Kino/Gum/ResinExudation,Discoloration,Outerbark,Cambium,Betweenouterandinnerbark,Sapwood;Wilted,Discoloration;ScreeningforDiplodiaandFusariumciricnatum
4927;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;D;N;Root:shootratio;Welldeveloped,Healthyy;Health;Healthy;Discoloration,Alive;Fusariumciricnatum
4928;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;A;F;Die-back;Welldeveloped,Healthyy;Health;Healthy;Alive;Fusariumciricnatum
4929;Scottsville;WesternCape;Pinus;patula;Seed/Cuttings;D;N;Die-back,wilted;Welldeveloped,Dead;Discolorationn;Healthy,Discoloration;Alive;Secondary/generalfungi&bacterium
4930;Lothair;Mpumalanga;Pinus;patula;Seed/Cuttings;D;F;Die-back,Healthy;Fewroots;UnHealth;Discoloration;Wilted;Fusariumciricnatum
4931;Lothair;Mpumalanga;Pinus;patula;Seed/Cuttings;D;F;Die-back,Healthy;Fewroots;Mechanicaldamage,Discolorationn,Outerbark,Cambium,Betweenouterandinnerbark,Sapwood;Discoloration;Wilted;Fusariumciricnatum
4932;Lothair;Mpumalanga;Pinus;patula;Seed/Cuttings;D;F;Root:shootratio;Dead;Health,Cambium;Healthy,Cambium;Alive;Fusariumciricnatum
4933;Highflats;WesternCape;Pinus;patula;Seed;D;N;Healthy;Discoloration;Discolorationn;Discoloration;Wilted,Discoloration;Fcir
4934;Tzaneen;Limpopo;Pinus;patula;Seed/Cuttings;D;F;Healthy;Welldeveloped,Plugboundd;Discolorationn,Sapwood;Discoloration,Cambium,Sapwood;Wilted,Discoloration;Fusariumciricnatum
4935;Howick;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;F;Die-back,Healthy;Fewroots,Dead;Discolorationn,Cambium;Discoloration,Cambium;Alive;ScreeningforFusariumciricnatum/Diplodia
4936;Howick;Kwazulu-Natal;Pinus;patula;Hedge;D;F;Die-back,Healthy;Welldeveloped,Dead;Discolorationn,Cambium;Discoloration,Cambium;Alive;Fusariumciricnatum
4937;Howick;Kwazulu-Natal;Pinus;patula;Hedge;D;F;Root:shootratio,Healthy;J-rooting,Fewroots,Dead;Discolorationn,Fruitingbodies;Healthy,Discoloration,Fruitingbodies;Alive,Wilted;ScreeningforDiplodiaandFusariumciricnatum
4938;Tzaneen;Limpopo;Pinus;patula;Seed/Cuttings;D;F;Root:shootratio;Fewroots,Dead;Mechanicaldamage,Outerbark;Discoloration;Dead;Ssapinea
4939;Tzaneen;Limpopo;Pinus;patula;Seed/Cuttings;D;F;Root:shootratio;Welldeveloped,Dead,J-rooting,Plugboundd;Health;Healthy;Alive;Secondarybacterium/Fungi
4940;Tzaneen;Limpopo;Pinus;patula;Seed/Cuttings;D;F;Root:shootratio;Welldeveloped,Fewroots,Dead;Discolorationn,Sapwood;Healthy,Discoloration,Sapwood;Alive;Fusariumciricnatum
4941;Howick;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;F;Brownleavesatbottom,greenattop;Fewroots,Dead;Discolorationn,Fruitingbodies;Discoloration;Wilted,Discoloration;Secondarybacterium/Fungi
4942;Howick;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;F;Healthy;Welldeveloped,J-rooting,Dead;Discolorationn;Discoloration;Wilted,Dead,Discoloration;Fusariumciricnatum
4943;Howick;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;F;Healthy;Welldeveloped,J-rooting,Dead;Discolorationn;Discoloration;Alive,Wilted;Fusariumciricnatum
4944;Howick;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;F;Healthy;J-rooting,Fewroots,Dead;Discolorationn;Discoloration;Wilted,Dead,Discoloration;Diplodeapinea
4945;Howick;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;F;Healthy;Fewroots,Dead,J-rooting;Discolorationn;Discoloration;Wilted;Fusariumciricnatum
4946;Howick;Kwazulu-Natal;Pinus;patula;Hedge;D;F;Healthy;Welldeveloped;Discolorationn,Cambium,Sapwood;Discoloration,Cambium,Sapwood;Wilted;Fusariumciricnatum
4947;Howick;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;F;Notip;Welldeveloped,J-rooting,Dead;Mechanicaldamage,Discolorationn,Outerbark,Cambium,Betweenouterandinnerbark,Sapwood;Discoloration,Cambium;Wilted,Discoloration;Fusariumciricnatum
4948;Richmond;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;F;Healthy;Welldeveloped,Healthyy;Health;Healthy;Alive,Wilted;Secondarybacterium/Fungi
4949;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;D;N;Healthy;Welldeveloped,Healthyy;Health;Healthy;Alive,Wilted,Discoloration;Secondarybacterium/Fungi
4950;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;D;N;Healthy;Welldeveloped,Healthyy,J-rooting;Discolorationn;Healthy;Alive,Wilted;Secondarybacterium/Fungi
4951;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;D;N;Healthy;Welldeveloped,Healthyy,J-rooting;Discolorationn;Healthy;Alive,Wilted;Secondarybacterium/Fungi
4952;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;A;N;Die-back,Healthy;Welldeveloped,Healthyy;Health;Healthy;Alive;Fusariumscreening
4953;Richmond;NothernCape;Pinus;patula;Seed/Cuttings;A;N;Root:shootratio;Welldeveloped;Health;Healthy;Alive,Wilted;Secondarybacterium/Fungi
4954;Richmond;NothernCape;Pinus;patula;Seed/Cuttings;A;N;Welldeveloped,Healthy;Welldeveloped,Healthyy;Health;Healthy;Alive;ScreeningforFungalpathogens
4955;Richmond;NothernCape;Pinus;patula;Seed/Cuttings;A;N;Welldeveloped,Healthy;Healthyy;Health;Healthy;Alive;Fusariumciricnatum
4956;Howick;Kwazulu-Natal;Pinus;patula;Hedge;D;N;Healthy;Welldeveloped,J-rooting,Dead;Discolorationn,Swelling;Discoloration;Wilted,Dead,Discoloration;Secondarybacterium/Fungi
4957;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;D;F;Healthy;Welldeveloped,J-rooting,Dead;Health;Discoloration;Alive,Wilted,Discoloration;Fusariumciricnatum
4958;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;D;F;Healthy;Welldeveloped,J-rooting,Dead;Discolorationn;Discoloration;Wilted,Dead,Discoloration;Fusariumciricnatum
4959;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;D;F;Healthy;Welldeveloped,Dead,J-rooting;Discolorationn;Discoloration;Wilted,Dead,Discoloration;ScreeningforFusariumciricnatum/Diplodia
4960;WhiteRiver;Mpumalanga;Pinus;patula;Seed/Cuttings;D;F;Healthy;Welldeveloped,Dead;Health;Healthy;Alive;Secondarybacterium/Fungi
4961;WhiteRiver;Mpumalanga;Pinus;patula;Seed/Cuttings;D;F;Die-back;Welldeveloped,Dead;Discolorationn,Cambium,Sapwood;Healthy;Alive;Fusariumciricnatum
4962;Baziya;Mpumalanga;Pinus;patula;Seed/Cuttings;D;F;Root:shootratio,Die-back;Welldeveloped;UnHealth;Discoloration;Wilted,Discoloration;Fusariumciricnatum
4963;WildebeestEstate;Mpumalanga;Pinus;patula;Seed/Cuttings;D;F;Root:shootratio;Welldeveloped;Discolorationn;Discoloration,Outerbark;Dead;Secondarybacterium/Fungi
4964;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;D;F;Healthy;Welldeveloped,Healthyy,J-rooting;Discolorationn;Healthy;Alive,Wilted;ScreeningforFusariumciricnatum/Diplodia
4965;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;D;F;Healthy;Welldeveloped,J-rooting,Dead;Discolorationn;Alive;Wilted,Dead;ScreeningforFusariumciricnatum/Diplodia
4966;Howick;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;F;Die-back;Welldeveloped,Dead;Health;Healthy;Alive;Fusariumciricnatum
4967;Howick;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;F;Die-back,Healthy;Welldeveloped,Dead;Health;Healthy;Alive;Fusariumciricnatum
4968;Howick;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;F;Root:shootratio;Welldeveloped,Healthyy;Health;Healthy,Outerbark;Alive;ScreeningforFusariumciricnatum/Diplodia
4969;Howick;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;F;Root:shootratio;Welldeveloped,Healthyy;Health;Healthy,Outerbark;Alive;Secondarybacterium/Fungi
4970;Cascades;Mpumalanga;Pinus;patula;Seed/Cuttings;D;N;Healthy;Welldeveloped,Dead,Plugboundd;Discolorationn;Discoloration;Alive,Wilted;Fusariumciricnatum
4971;Pietermaritzburg;Mpumalanga;Pinus;patula;Seed/Cuttings;D;N;Healthy;Welldeveloped,Dead,Plugboundd;Discolorationn,Cambium,Sapwood;Healthy,Discoloration,Sapwood;Alive,Wilted;Fusariumciricnatum
4972;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;D;N;Healthy;Welldeveloped,Dead,J-rooting;Discolorationn;Discoloration;Wilted,Dead,Discoloration;Fusariumciricnatum
4973;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;D;N;Healthy;Welldeveloped,Dead,J-rooting;Discolorationn;Healthy;Alive;Fusariumciricnatum
4974;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;D;N;Healthy;Welldeveloped,Dead,J-rooting;Discolorationn;Discoloration;Wilted,Dead,Discoloration;Fusariumciricnatum
4975;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;D;N;Die-back;Welldeveloped,Dead;Discolorationn,Cambium;Healthy;Alive;Fusariumciricnatum
4976;Howick;Kwazulu-Natal;Pinus;patula;HedgeSamples;D;F;Healthy;Welldeveloped,Plugboundd;Discolorationn,Cambium,Sapwood;Discoloration,Cambium,Sapwood;Wilted,Discoloration;Fusariumciricnatum
4977;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;D;N;Healthy;Welldeveloped,J-rooting,Dead;Discolorationn;Discoloration;Alive,Wilted;Fusariumciricnatum
4978;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;D;N;Healthy;Welldeveloped,J-rooting,Dead;Discolorationn;Healthy;Alive,Wilted;Fusariumciricnatum
4979;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;D;N;Healthy;Welldeveloped,Dead;Discolorationn,Cambium;Mechanicaldamage,Healthy;Alive;Fusariumciricnatum
4980;Paulpietersburg;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;A;N;Healthy;Welldeveloped;Health;Healthy;Dead;ScreeningforDiplodiaandFusariumciricnatum
4981;Scottsville;WesternCape;Pinus;patula;Seed/Cuttings;A;N;Brownleavesatbottom,greenattop;Dead,Fewroots;Discolorationn,Sapwood;Sapwood,Discoloration;Alive;Fusariumciricnatum
4982;Scottsville;WesternCape;Pinus;patula;Seed/Cuttings;A;N;Healthy;Welldeveloped,Healthyy,J-rooting;Discolorationn;Discoloration;Alive,Wilted;Secondarybacterium/Fungi
4983;Scottsville;WesternCape;Pinus;patula;Seed/Cuttings;A;N;Healthy;Fewroots;Discolorationn,Cambium,Sapwood;Discoloration,Cambium,Sapwood;Alive,Discoloration;Fusariumciricnatum
4984;Scottsville;WesternCape;Pinus;patula;Seed/Cuttings;A;N;Healthy;Welldeveloped;Discolorationn,Cambium,Sapwood;Discoloration,Cambium,Sapwood;Alive;Fusariumciricnatum
4985;Howick;Kwazulu-Natal;Pinus;patula;HedgeSamples;D;F;Root:shootratio;Fewroots;Mechanicaldamage,Outerbark;Healthy;Alive;Fusariumciricnatum
4986;Howick;Kwazulu-Natal;Pinus;patula;HedgeSamples;D;F;Healthy;Fewroots;Discolorationn,Outerbark,Cambium,Sapwood;Discoloration,Cambium,Sapwood;Wilted,Discoloration;Fusariumciricnatum
4987;Howick;Kwazulu-Natal;Pinus;patula;HedgeSamples;D;F;Healthy;Welldeveloped,Dead,J-rooting;Discolorationn,Cambium,Sapwood,Fruitingbodies;Discoloration,Cambium;Alive,Wilted;Fusariumciricnatum
4988;Howick;Kwazulu-Natal;Pinus;patula;HedgeSamples;D;F;Brownleavesatbottom,greenattop;Welldeveloped,Dead,J-rooting;Discolorationn,Sapwood;Discoloration,Sapwood;Wilted,Dead;Fusariumciricnatum
4989;Howick;Kwazulu-Natal;Pinus;patula;HedgeSamples;D;F;Root:shootratio,Healthy;Welldeveloped,Fewroots,J-rooting;Discolorationn,Cambium,Sapwood;Discoloration,Cambium,Sapwood;Wilted,Dead,Discoloration;Fusariumciricnatum
4990;Howick;Kwazulu-Natal;Pinus;patula;HedgeSamples;D;F;Healthy;Fewroots,Dead;Discolorationn,Outerbark,Cambium,Sapwood;Discoloration,Cambium,Sapwood;Alive,Wilted;Fusariumciricnatum
4991;Howick;Kwazulu-Natal;Pinus;patula;HedgeSamples;D;F;Root:shootratio;Welldeveloped,Dead,J-rooting;Discolorationn,Cambium,Sapwood,Fruitingbodies;Discoloration,Cambium,Sapwood;Wilted,Discoloration;Fusariumciricnatum
4992;Howick;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;A;N;Root:shootratio;Welldeveloped,Dead;Health;Healthy;Alive;Secondarybacterium/Fungi
4993;WhiteRiver;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;A;N;Die-back;Welldeveloped,Dead;Health;Healthy;Alive;Secondarybacterium/Fungi
4994;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;Healthy;Welldeveloped,Dead,J-rooting,Fewroots;Discolorationn;Discoloration;Wilted,Dead;Fusariumciricnatum
4995;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;Die-back,Healthy;Welldeveloped,Dead;Outerbark,Sapwood;Cambium;Wilted,Discoloration;Fusariumciricnatum
4996;Howick;Kwazulu-Natal;Pinus;patula;HedgeSamples;D;F;Die-back,Healthy;Welldeveloped,Dead,J-rooting,Fewroots;Discolorationn,Cambium,Sapwood,Fruitingbodies;Discoloration,Cambium,Sapwood;Wilted,Discoloration;Fusariumciricnatum
4997;Howick;Kwazulu-Natal;Pinus;patula;HedgeSamples;D;F;Brownleavesatbottom,greenattop;Welldeveloped,Dead;Health;Healthy,Discoloration,Sapwood;Wilted,Dead;Fusariumciricnatum
4998;Howick;Kwazulu-Natal;Pinus;patula;HedgeSamples;D;F;Root:shootratio;Welldeveloped;Outerbark;Healthy;Alive;ScreeningforFusariumciricnatum/Diplodia
4999;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;D;N;Healthy;Welldeveloped;Health;Healthy;Alive,Wilted;Fusariumciricnatum
5000;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;D;N;Healthy;Fewroots;Discolorationn,Sapwood;Discoloration,Outerbark,Sapwood,Cambium;Wilted;Fusariumciricnatum
5001;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;D;N;Healthy;Fewroots;Discolorationn,Sapwood;Discoloration,Outerbark,Sapwood,Cambium;Wilted;Fusariumciricnatum
5002;Hlelo;WesternCape;Pinus;patula;Seed,roots;D;N;Healthy;Welldeveloped,J-rooting,Dead,Plugboundd;Health;Healthy;Wilted,Discoloration;Diplodeapinea
5003;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;D;F;Root:shootratio;Welldeveloped,Healthyy;Outerbark;Discoloration;Alive;9isolatesofFusariumciricnatum
5004;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;D;F;Welldeveloped,Healthy;Welldeveloped;Discolorationn,Outerbark,Cambium,Sapwood;Discoloration,Outerbark,Cambium,Sapwood;Alive;9isolatesofFusariumciricnatum
5005;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;D;F;Healthy,AllHealthy;Welldeveloped;Discolorationn,Outerbark,Cambium,Sapwood;Discoloration,Outerbark,Cambium,Sapwood;Wilted,Dead,Discoloration;9isolatesofFusariumciricnatum
5006;Richmond;NothernCape;Pinus;patula;Seedlings/Cuttings;D;F;Root:shootratio;Welldeveloped;Health,Discolorationn,Outerbark;Discoloration,Outerbark;Alive;Fusariumciricnatum
5007;Richmond;NothernCape;Pinus;patula;Seedlings/Cuttings;D;F;Root:shootratio;Welldeveloped,Healthyy;Health;Healthy;Wilted,Discoloration;Fusariumciricnatum
5008;Richmond;NothernCape;Pinus;patula;Seedlings/Cuttings;D;F;Root:shootratio;Welldeveloped,Healthyy;Health;Healthy;Wilted,Discoloration;Fusariumciricnatum
5009;Richmond;NothernCape;Pinus;patula;Seedlings/Cuttings;D;F;Root:shootratio;Welldeveloped;Health;Healthy,Discoloration;Alive;Fusariumciricnatum
5010;Richmond;NothernCape;Pinus;patula;Seedlings/Cuttings;D;F;Root:shootratio;Welldeveloped;Health;Healthy;Alive;Fusariumciricnatum
5011;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;D;F;J-rooting,Healthy;Welldeveloped,Dead;Discolorationn;Healthy,Discoloration;Alive,Wilted,Discoloration;10Fusariumciricnatumdetected
5012;Paulpietersburg;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;N;Die-back;Welldeveloped,Dead;Discolorationn;Mechanicaldamage,Discoloration;Alive,Dead;Fusariumciricnatum
5013;Tzaneen;Limpopo;Pinus;patula;Seed/Cuttings;D;F;Healthy;Welldeveloped;Discolorationn,Cambium,Sapwood;Discoloration,Cambium,Sapwood;Wilted,Discoloration;Fusariumciricnatum
5014;Tzaneen;Limpopo;Pinus;patula;Seed/Cuttings;D;F;Healthy;Welldeveloped;Discolorationn,Cambium,Sapwood;Discoloration,Cambium,Sapwood;Wilted;Fusariumciricnatum
5015;Tzaneen;Limpopo;Pinus;patula;Seed/Cuttings;D;F;Root:shootratio;J-rooting,Fewroots,Dead,Plugboundd;Discolorationn,Sapwood;Healthy;Dead;Secondarybacterium/Fungi
5016;Howick;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;F;Welldeveloped,Healthy;Welldeveloped,Dead;Discolorationn,Sapwood;Discoloration,Sapwood;Alive;trichodermasp,Fusariumciricnatum
5017;Howick;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;F;Healthyroots,Greentips;Welldeveloped,Fewroots,Dead;Discolorationn,Sapwood;Discoloration,Cambium;Dead;Diplodeapinea,Fusariumciricnatum
5018;WhiteRiver;Mpumalanga;Pinus;patula;Seed/Cuttings;A;N;Die-back;Welldeveloped;Health;Healthy;Alive;Ssapinea
5019;Paulpietersburg;Mpumalanga;Pinus;patula;Seed/Cuttings;A;N;Healthy;Healthyy;Health;Healthy;Alive;ScreeningforDiplodiaandFusariumciricnatum
5020;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;D;N;Healthy;Welldeveloped;Health;Healthy;Wilted,Discoloration;Secondarybacterium/Fungi
